"Peak","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","nearest_gene","distance_to_nearest_gene","Significant","Direction"
"chr2-178809393-178810279",-2.3917,7.52023896425438e-47,1.51167331516063e-41,0.04,0.182,"Gm14314",209839,"Yes","Female-enriched"
"chr11-104637863-104638389",-2.3918,2.37199480535287e-102,4.76804163803201e-97,0.07,0.339,"Itgb3",0,"Yes","Female-enriched"
"chr3-82556323-82558333",-2.3919,1.44865516205106e-202,2.91199968744532e-197,0.183,0.592,"Npy2r",8238,"Yes","Female-enriched"
"chr2-38088234-38089018",-2.3919,1.27308235719049e-35,2.55907376948289e-30,0.023,0.129,"Dennd1a",0,"Yes","Female-enriched"
"chr7-132731614-132732745",-2.3925,1.8709097805334e-162,3.76079058624141e-157,0.151,0.514,"Fam53b",0,"Yes","Female-enriched"
"chr19-9918270-9919047",-2.3927,2.71552364841275e-64,5.4585827066204e-59,0.047,0.23,"Gm24484",9991,"Yes","Female-enriched"
"chr6-133937855-133938631",-2.3928,2.58250779161742e-40,5.19120221224185e-35,0.032,0.154,"Kap",84187,"Yes","Female-enriched"
"chr12-45099400-45099790",-2.3929,2.55924682258138e-30,5.14444440794373e-25,0.019,0.109,"Gm24731",9216,"Yes","Female-enriched"
"chr12-102250951-102251670",-2.3933,1.83788547524233e-35,3.69440710920362e-30,0.023,0.128,"Slc24a4",0,"Yes","Female-enriched"
"chr6-128941740-128942962",-2.3934,9.21639520738812e-47,1.85262446621792e-41,0.034,0.173,"Clec2g",0,"Yes","Female-enriched"
"chr16-19920059-19921503",-2.3937,2.67962194881692e-30,5.38641526419484e-25,0.023,0.115,"Klhl6",24995,"Yes","Female-enriched"
"chr4-35004965-35005634",-2.3942,6.94064767505883e-39,1.39516735175428e-33,0.03,0.147,"Mob3b",0,"Yes","Female-enriched"
"chr18-45594188-45594632",-2.3944,4.55311181467536e-29,9.15239218315153e-24,0.023,0.112,"Kcnn2",0,"Yes","Female-enriched"
"chr4-138864418-138865751",-2.3945,1.94966970700317e-83,3.91910906483536e-78,0.079,0.311,"Pla2g5",935,"Yes","Female-enriched"
"chr8-18711386-18712107",-2.3952,1.90375434369608e-68,3.82681275643724e-63,0.057,0.253,"Mcph1",0,"Yes","Female-enriched"
"chr1-132581644-132582758",-2.3953,1.67960126439382e-46,3.3762336856086e-41,0.036,0.174,"Nfasc",0,"Yes","Female-enriched"
"chr4-11954874-11956255",-2.3961,1.97796236004363e-71,3.9759812584181e-66,0.06,0.264,"Pdp1",1928,"Yes","Female-enriched"
"chr2-133551857-133553367",-2.3968,3.66610762877099e-93,7.36938958889772e-88,0.08,0.332,"Bmp2",0,"Yes","Female-enriched"
"chr9-31496452-31496945",-2.3968,1.11511636394442e-32,2.24154000781924e-27,0.017,0.112,"Tmem45b",32213,"Yes","Female-enriched"
"chr12-116107800-116108448",-2.397,1.9553703555301e-50,3.93056816646527e-45,0.034,0.182,"Vipr2",0,"Yes","Female-enriched"
"chr9-77433542-77434340",-2.3973,1.23072615756559e-27,2.4739318783689e-22,0.023,0.109,"Lrrc1",0,"Yes","Female-enriched"
"chr6-126937329-126937692",-2.3975,4.29793105400195e-29,8.63944312889148e-24,0.021,0.11,"Rad51ap1",0,"Yes","Female-enriched"
"chr8-18745020-18745799",-2.3978,1.51008192478195e-82,3.03547608028119e-77,0.067,0.295,"Mcph1",0,"Yes","Female-enriched"
"chr13-14802219-14802724",-2.398,6.11897000282879e-28,1.22999863614863e-22,0.021,0.106,"AW209491",164016,"Yes","Female-enriched"
"chr16-20443006-20443451",-2.3981,3.46141700692577e-45,6.95793278230176e-40,0.036,0.172,"Gm20614",0,"Yes","Female-enriched"
"chrX-11862731-11863866",-2.3983,2.75326218190344e-59,5.53444244233138e-54,0.039,0.21,"Rpl23a-ps13",3398,"Yes","Female-enriched"
"chr4-19853549-19855174",-2.3984,5.53232455697259e-108,1.11207468849529e-102,0.081,0.363,"Slc7a13",11330,"Yes","Female-enriched"
"chr16-34342282-34343051",-2.3984,1.58893492530737e-39,3.19398165075735e-34,0.035,0.156,"Kalrn",0,"Yes","Female-enriched"
"chrX-136202992-136204184",-2.3989,2.30352373637446e-59,4.63040520343575e-54,0.046,0.219,"Tceal5",0,"Yes","Female-enriched"
"chr11-75405712-75405944",-2.3989,4.2460993149806e-39,8.53525407701511e-34,0.032,0.151,"Smyd4",6,"Yes","Female-enriched"
"chr13-6530545-6531350",-2.3996,1.62484302706538e-26,3.26616196242521e-21,0.021,0.102,"Pitrm1",16806,"Yes","Female-enriched"
"chr2-57559719-57560807",-2.3997,2.87340558182069e-45,5.77594749624104e-40,0.039,0.176,"Gm13532",68181,"Yes","Female-enriched"
"chr8-126272316-126273635",-2.3998,8.09175510913059e-69,1.62655606150678e-63,0.051,0.247,"Slc35f3",24922,"Yes","Female-enriched"
"chrX-51512271-51513170",-2.3999,4.3962620096754e-49,8.83710211612891e-44,0.038,0.184,"Hs6st2",0,"Yes","Female-enriched"
"chr2-37755820-37756888",-2.4006,5.18446939101647e-98,1.04215093016578e-92,0.072,0.334,"Crb2",19360,"Yes","Female-enriched"
"chr5-64155926-64156207",-2.401,3.22816851418075e-48,6.4890706570953e-43,0.035,0.178,"Tbc1d1",3243,"Yes","Female-enriched"
"chr9-98999760-99000482",-2.4013,4.10804785462179e-57,8.25775131448945e-52,0.05,0.218,"Faim",0,"Yes","Female-enriched"
"chr8-17589851-17590662",-2.4016,5.25444729975322e-123,1.05621746951259e-117,0.097,0.406,"Csmd1",54264,"Yes","Female-enriched"
"chr10-26902005-26902692",-2.4016,3.76651586451679e-93,7.57122419989978e-88,0.064,0.314,"Arhgap18",0,"Yes","Female-enriched"
"chr9-121152995-121153635",-2.4019,5.80497502073261e-51,1.16688124881755e-45,0.05,0.204,"Ulk4",0,"Yes","Female-enriched"
"chr5-131228309-131229261",-2.4022,1.01244000321845e-52,2.03514614806954e-47,0.037,0.191,"Wbscr17",0,"Yes","Female-enriched"
"chr12-111848049-111848856",-2.4024,4.87181344080236e-62,9.79302706989445e-57,0.043,0.221,"Ppp1r13b",0,"Yes","Female-enriched"
"chr5-129409406-129410209",-2.4024,1.48681768763999e-58,2.98871170663264e-53,0.049,0.221,"Sfswap",91021,"Yes","Female-enriched"
"chr4-114410445-114410813",-2.4026,2.95423752319099e-46,5.93843101486715e-41,0.037,0.176,"Trabd2b",0,"Yes","Female-enriched"
"chr16-12901042-12902258",-2.4026,1.7724029709456e-42,3.56277810801659e-37,0.026,0.15,"1700003L19Rik",52388,"Yes","Female-enriched"
"chr9-82562409-82563434",-2.4026,6.09581019478521e-30,1.22534319049455e-24,0.017,0.105,"Gm27249",37090,"Yes","Female-enriched"
"chr17-7653960-7654827",-2.4028,1.81741629480436e-60,3.65326119083803e-55,0.044,0.22,"Gm25872",50012,"Yes","Female-enriched"
"chr7-10501397-10502520",-2.4031,1.2040572454968e-52,2.42032363146293e-47,0.038,0.191,"Zik1",6002,"Yes","Female-enriched"
"chr2-153185630-153186604",-2.4032,2.76298954970649e-103,5.55399581344701e-98,0.088,0.36,"Tm9sf4",0,"Yes","Female-enriched"
"chr12-79574580-79575343",-2.4032,7.44102984035423e-45,1.49575117232896e-39,0.043,0.18,"Rad51b",65923,"Yes","Female-enriched"
"chr2-69619156-69619677",-2.4035,3.84107878065586e-37,7.72110610014757e-32,0.025,0.137,"Bbs5",27493,"Yes","Female-enriched"
"chr13-58133346-58133737",-2.4038,5.88485280880716e-36,1.18293780250956e-30,0.029,0.14,"Hnrnpa0",4789,"Yes","Female-enriched"
"chr6-32696993-32698456",-2.4039,1.32068746528276e-181,2.65476670146349e-176,0.136,0.537,"Gm13852",86632,"Yes","Female-enriched"
"chr1-182792157-182793175",-2.4041,6.59720515464765e-82,1.32613059695634e-76,0.064,0.291,"Susd4",0,"Yes","Female-enriched"
"chr11-41057676-41058217",-2.4042,2.40043142169158e-38,4.82520321799912e-33,0.029,0.145,"Gm24446",22552,"Yes","Female-enriched"
"chr6-36145724-36146406",-2.4043,1.61557833509415e-78,3.24753863450616e-73,0.061,0.28,"9330158H04Rik",63213,"Yes","Female-enriched"
"chr4-114578118-114579371",-2.4046,2.41811252565562e-122,4.86074471232139e-117,0.109,0.416,"Trabd2b",0,"Yes","Female-enriched"
"chr4-125288571-125290151",-2.4047,5.79620847864705e-154,1.16511905112676e-148,0.114,0.476,"1700041M05Rik",46518,"Yes","Female-enriched"
"chr15-67422233-67424306",-2.4047,4.45695127119362e-121,8.95909602827715e-116,0.096,0.402,"1700012I11Rik",45138,"Yes","Female-enriched"
"chr10-111624048-111624350",-2.4047,7.05219587291039e-78,1.41759010119721e-72,0.066,0.284,"4933440J02Rik",29774,"Yes","Female-enriched"
"chr9-47076601-47077784",-2.4048,5.36795606256504e-90,1.07903431996045e-84,0.082,0.329,"Gm4791",73262,"Yes","Female-enriched"
"chr9-52371028-52371668",-2.4054,2.47801556361867e-32,4.98115820505242e-27,0.025,0.124,"Gm25562",79696,"Yes","Female-enriched"
"chrX-104038928-104039562",-2.4056,2.21639374058431e-79,4.45526171369814e-74,0.061,0.282,"Gm22266",30626,"Yes","Female-enriched"
"chr8-37006977-37007771",-2.4059,9.0768455486185e-57,1.82457303111e-51,0.043,0.209,"AI429214",11445,"Yes","Female-enriched"
"chr16-90532799-90533711",-2.4059,1.62306053761786e-43,3.26257890908717e-38,0.033,0.163,"1110008E08Rik",20452,"Yes","Female-enriched"
"chr7-35595371-35596131",-2.4059,5.89251152735402e-42,1.18447731215954e-36,0.031,0.157,"Ankrd27",0,"Yes","Female-enriched"
"chr10-52934131-52935076",-2.4061,2.42332868634199e-63,4.87122992556348e-58,0.042,0.224,"Slc35f1",0,"Yes","Female-enriched"
"chr11-50683525-50684331",-2.4062,5.16007081558691e-60,1.03724647492439e-54,0.046,0.221,"Adamts2",0,"Yes","Female-enriched"
"chr9-94851119-94852103",-2.4066,1.23581383927936e-41,2.48415883088902e-36,0.037,0.164,"Slc9a9",0,"Yes","Female-enriched"
"chr11-113980795-113982175",-2.4067,1.55624615445909e-38,3.1282726449244e-33,0.024,0.137,"Sdk2",0,"Yes","Female-enriched"
"chr2-27229317-27230192",-2.4068,7.35265540453609e-120,1.47798667348742e-114,0.099,0.402,"Sardh",0,"Yes","Female-enriched"
"chr12-54263460-54264470",-2.4068,3.03690571556898e-66,6.10460565509382e-61,0.052,0.242,"Gm24692",22559,"Yes","Female-enriched"
"chr13-18299437-18300681",-2.4071,1.64457853067393e-120,3.30583308764888e-115,0.079,0.384,"Pou6f2",0,"Yes","Female-enriched"
"chr10-52887453-52887846",-2.4071,2.26959514412381e-30,4.56220398300903e-25,0.017,0.107,"Slc35f1",0,"Yes","Female-enriched"
"chr5-17928070-17928848",-2.4075,9.99777532646101e-34,2.00969280947323e-28,0.021,0.122,"Gnat3",33772,"Yes","Female-enriched"
"chr1-78593663-78594792",-2.4077,7.27822026643481e-122,1.46302416863713e-116,0.098,0.405,"5730419F03Rik",238,"Yes","Female-enriched"
"chr3-108011466-108011914",-2.4077,4.43147062165396e-66,8.90787635541149e-61,0.055,0.246,"Gstm1",340,"Yes","Female-enriched"
"chr16-73482605-73484341",-2.4081,2.50887135113408e-162,5.04318265776865e-157,0.109,0.486,"Gm25699",59645,"Yes","Female-enriched"
"chr5-12575199-12576234",-2.4087,3.86393190292593e-36,7.76704407534753e-31,0.03,0.141,"Sema3d",0,"Yes","Female-enriched"
"chr4-143349279-143350877",-2.4094,1.50037026842643e-57,3.01595429137471e-52,0.044,0.212,"Lrrc38",0,"Yes","Female-enriched"
"chr16-26727995-26728859",-2.4096,4.12270468662427e-32,8.28721359877091e-27,0.024,0.121,"Il1rap",0,"Yes","Female-enriched"
"chr7-139741066-139741934",-2.4101,1.15683101715618e-29,2.32539230082633e-24,0.02,0.109,"Rpl21-ps13",21184,"Yes","Female-enriched"
"chr8-34279859-34280947",-2.4111,2.02803048902123e-97,4.07662520720114e-92,0.078,0.339,"Gm23177",14908,"Yes","Female-enriched"
"chr13-70802661-70803372",-2.4111,1.74303950146665e-35,3.50375342347817e-30,0.024,0.131,"Adamts16",0,"Yes","Female-enriched"
"chr13-31530989-31532526",-2.4115,3.05642211238981e-82,6.14383634499926e-77,0.066,0.293,"A530084C06Rik",23607,"Yes","Female-enriched"
"chr9-59129167-59130232",-2.4117,7.70283584675143e-40,1.54837784489889e-34,0.031,0.151,"Gm7589",15444,"Yes","Female-enriched"
"chr2-181498578-181498988",-2.4118,5.92788058260986e-100,1.19158698743274e-94,0.087,0.351,"Tpd52l2",0,"Yes","Female-enriched"
"chr9-41522115-41522655",-2.4119,7.29943844909385e-60,1.46728932040615e-54,0.046,0.22,"2610203C20Rik",0,"Yes","Female-enriched"
"chr6-128601503-128603015",-2.4123,1.41941281192734e-43,2.85321846976762e-38,0.039,0.171,"Klrb1a",6211,"Yes","Female-enriched"
"chr1-51401313-51402448",-2.4125,1.65121307306719e-46,3.31916944669528e-41,0.036,0.175,"1700072G22Rik",55483,"Yes","Female-enriched"
"chr8-34602832-34603541",-2.4134,1.06343423723511e-47,2.13765169763578e-42,0.035,0.177,"Dusp4",203755,"Yes","Female-enriched"
"chr3-100417744-100418293",-2.4135,1.09639420459145e-25,2.20390584641745e-20,0.022,0.102,"Gm12464",3168,"Yes","Female-enriched"
"chr4-154910457-154911668",-2.4136,9.96523012276221e-72,2.00315076789692e-66,0.057,0.26,"Tnfrsf14",10541,"Yes","Female-enriched"
"chr17-83225958-83226966",-2.4139,2.61181080030081e-60,5.25010536211668e-55,0.047,0.222,"Pkdcc",887,"Yes","Female-enriched"
"chr10-66897009-66897631",-2.4141,1.50082683818498e-34,3.01687206050916e-29,0.027,0.131,"1110002J07Rik",14857,"Yes","Female-enriched"
"chr17-63185081-63185954",-2.4143,3.55058043730419e-36,7.13716376024265e-31,0.028,0.138,"Fbxl17",0,"Yes","Female-enriched"
"chr7-27880907-27881782",-2.4149,1.99068509225594e-32,4.00155573134736e-27,0.024,0.122,"Zfp607",1339,"Yes","Female-enriched"
"chr8-103726040-103727001",-2.4153,6.27013373508817e-32,1.26038466262501e-26,0.023,0.119,"Cdh5",374623,"Yes","Female-enriched"
"chr10-89400674-89401211",-2.4157,3.65101052556738e-28,7.33904229786401e-23,0.026,0.114,"Gas2l3",7611,"Yes","Female-enriched"
"chr2-150888791-150889465",-2.4159,7.46198035417904e-41,1.49996251891495e-35,0.031,0.153,"Abhd12",0,"Yes","Female-enriched"
"chr16-10352745-10353344",-2.4161,1.4806043949774e-48,2.97622211851988e-43,0.043,0.19,"Tekt5",4603,"Yes","Female-enriched"
"chrX-37858664-37859508",-2.4163,2.66484901207013e-30,5.35671959312265e-25,0.018,0.107,"Rhox8",15269,"Yes","Female-enriched"
"chr8-88056548-88057353",-2.4165,8.30785055722341e-38,1.66999427190971e-32,0.031,0.146,"Gm2716",0,"Yes","Female-enriched"
"chr2-132880490-132881647",-2.4168,6.13327030955252e-83,1.23287319800439e-77,0.066,0.294,"Lrrn4",0,"Yes","Female-enriched"
"chr8-23921674-23922799",-2.4168,3.69051979976198e-46,7.41846147029354e-41,0.04,0.179,"Zmat4",0,"Yes","Female-enriched"
"chr1-54629801-54630322",-2.4168,3.05053737198021e-34,6.13200719291231e-29,0.022,0.124,"Ankrd44",15017,"Yes","Female-enriched"
"chr9-47095167-47096062",-2.417,2.09868464389778e-57,4.21864995008468e-52,0.046,0.215,"Gm4791",91828,"Yes","Female-enriched"
"chr4-105705538-105706445",-2.4171,5.71473004667457e-31,1.14874074560224e-25,0.025,0.121,"Gm12728",83423,"Yes","Female-enriched"
"chr3-54942879-54944349",-2.4174,1.99492828922405e-53,4.01008515130082e-48,0.04,0.198,"Sertm1",26991,"Yes","Female-enriched"
"chr15-66419765-66420226",-2.4177,1.15734978818265e-43,2.32643510321748e-38,0.021,0.145,"Lrrc6",0,"Yes","Female-enriched"
"chr11-99138979-99139776",-2.4177,8.49745266840135e-33,1.70810695068603e-27,0.029,0.131,"Ccr7",4419,"Yes","Female-enriched"
"chr17-25424485-25424942",-2.4183,7.46649662172634e-39,1.5008703519197e-33,0.029,0.146,"Cacna1h",0,"Yes","Female-enriched"
"chr7-112603088-112604860",-2.4184,6.46193733231956e-151,1.29893987091888e-145,0.124,0.477,"2310014F06Rik",8607,"Yes","Female-enriched"
"chr3-29851791-29853153",-2.4187,2.48687714361259e-117,4.99897122146142e-112,0.104,0.401,"RP23-212H4.3",0,"Yes","Female-enriched"
"chr17-67978586-67979666",-2.4188,1.73984565798439e-44,3.49733335094075e-39,0.033,0.165,"Arhgap28",0,"Yes","Female-enriched"
"chr3-55514410-55515266",-2.4191,5.05064591129182e-57,1.01525053721241e-51,0.046,0.213,"Dclk1",0,"Yes","Female-enriched"
"chr7-138698821-138700022",-2.4198,2.20936468399075e-26,4.44113232587717e-21,0.023,0.105,"Mapk1ip1",135800,"Yes","Female-enriched"
"chr9-47634773-47635511",-2.4203,3.96419891100041e-78,7.96859479895837e-73,0.058,0.276,"Cadm1",0,"Yes","Female-enriched"
"chr10-85350591-85351546",-2.4205,6.72026282433126e-52,1.35086691137012e-46,0.046,0.2,"Gm25281",16586,"Yes","Female-enriched"
"chr2-163032503-163033065",-2.4211,1.98216690637668e-56,3.98443298518403e-51,0.051,0.218,"Ift52",0,"Yes","Female-enriched"
"chr1-78147975-78148742",-2.4212,2.40987682396747e-87,4.84418979892997e-82,0.061,0.297,"Pax3",0,"Yes","Female-enriched"
"chr3-19454622-19455097",-2.4216,1.96303927575236e-25,3.94598376976084e-20,0.024,0.104,"Dnajc5b",53497,"Yes","Female-enriched"
"chr18-75449727-75450305",-2.4217,8.03992477797555e-99,1.61613743931998e-93,0.079,0.341,"Ctif",0,"Yes","Female-enriched"
"chr16-56854872-56855392",-2.422,3.9455513574187e-47,7.93111060560163e-42,0.036,0.177,"Tmem45a",0,"Yes","Female-enriched"
"chr12-102280903-102281668",-2.4222,8.47818413227929e-67,1.70423370516599e-61,0.061,0.254,"Rin3",1379,"Yes","Female-enriched"
"chr6-38839156-38839467",-2.4226,3.49248979703661e-49,7.02039344061517e-44,0.034,0.178,"Hipk2",0,"Yes","Female-enriched"
"chr18-73975561-73975964",-2.4234,4.57252763389201e-30,9.19142069799169e-25,0.021,0.111,"Mapk4",0,"Yes","Female-enriched"
"chr14-17868070-17868946",-2.4236,7.72949404776816e-35,1.55373651651807e-29,0.026,0.131,"Thrb",0,"Yes","Female-enriched"
"chr13-30398722-30399177",-2.4239,3.35507940950828e-40,6.74417932422897e-35,0.032,0.153,"Gm11369",439,"Yes","Female-enriched"
"chr6-33923277-33924151",-2.4243,2.91633871946866e-35,5.86224911355273e-30,0.027,0.134,"Exoc4",0,"Yes","Female-enriched"
"chr2-153287651-153288330",-2.4244,7.48562047999392e-69,1.5047145151655e-63,0.048,0.242,"Kif3b",3082,"Yes","Female-enriched"
"chr2-135157753-135158299",-2.4244,1.27384905442985e-37,2.56061493827162e-32,0.032,0.147,"Plcb1",0,"Yes","Female-enriched"
"chr17-71073980-71075117",-2.4245,5.39848851409876e-47,1.08517177017305e-41,0.036,0.176,"Gm26561",0,"Yes","Female-enriched"
"chr4-30904676-30905480",-2.4246,9.97687295184533e-26,2.00549113954224e-20,0.021,0.101,"4930556G01Rik",108012,"Yes","Female-enriched"
"chr16-38368168-38369264",-2.4248,3.80639447369655e-100,7.65138578735638e-95,0.081,0.347,"Popdc2",0,"Yes","Female-enriched"
"chr1-176774319-176775198",-2.4251,8.14303822644567e-119,1.63686468605075e-113,0.089,0.389,"Cep170",0,"Yes","Female-enriched"
"chr15-64043172-64044134",-2.4252,5.50367433546317e-127,1.10631559286879e-121,0.119,0.433,"Fam49b",0,"Yes","Female-enriched"
"chr1-37018400-37019355",-2.4253,2.94984032058353e-31,5.92959202201778e-26,0.027,0.123,"Vwa3b",7240,"Yes","Female-enriched"
"chr5-124814516-124815553",-2.4255,7.48047328227941e-135,1.50367985636411e-129,0.105,0.434,"Dnah10",0,"Yes","Female-enriched"
"chr16-35610183-35611035",-2.4267,1.75706098333569e-87,3.53193856504241e-82,0.063,0.301,"Sema5b",0,"Yes","Female-enriched"
"chr6-39124554-39125154",-2.4271,1.23321685756597e-45,2.47893853406766e-40,0.032,0.166,"4930599N23Rik",0,"Yes","Female-enriched"
"chr6-54333234-54334267",-2.4271,1.74759480951082e-30,3.51291023039008e-25,0.029,0.125,"9130019P16Rik",0,"Yes","Female-enriched"
"chr4-36331552-36332230",-2.4272,5.27965129400508e-47,1.06128382521314e-41,0.031,0.169,"Lingo2",0,"Yes","Female-enriched"
"chr5-13083055-13083915",-2.4277,8.82793987977583e-31,1.77453950699326e-25,0.018,0.109,"Gm10108",37533,"Yes","Female-enriched"
"chr11-8348828-8349546",-2.4279,6.45353936888001e-26,1.29725176269605e-20,0.02,0.1,"Gm11989",33635,"Yes","Female-enriched"
"chr2-35322020-35323426",-2.428,1.10668050956013e-237,2.2245827594872e-232,0.18,0.635,"Stom",0,"Yes","Female-enriched"
"chr9-65112000-65112382",-2.4284,3.44323652738661e-70,6.92138747316092e-65,0.051,0.25,"Igdcc4",0,"Yes","Female-enriched"
"chr10-61626196-61628102",-2.4285,1.20017572317826e-258,2.41252122818955e-253,0.225,0.68,"Npffr1",0,"Yes","Female-enriched"
"chr9-69890363-69891679",-2.4287,4.36490926522947e-66,8.77407871040837e-61,0.055,0.245,"B230323A14Rik",59517,"Yes","Female-enriched"
"chr15-75452693-75453701",-2.4292,1.67213613567319e-64,3.3612277317621e-59,0.058,0.246,"Gm20654",1286,"Yes","Female-enriched"
"chr1-187076209-187077212",-2.4294,2.81564774406755e-59,5.65984615625994e-54,0.048,0.22,"Spata17",0,"Yes","Female-enriched"
"chr5-34907469-34908953",-2.4296,3.44629621629544e-202,6.92753787622412e-197,0.166,0.582,"Htt",0,"Yes","Female-enriched"
"chr15-53137023-53137457",-2.4296,1.30233037835686e-50,2.61786638675026e-45,0.042,0.192,"Ext1",0,"Yes","Female-enriched"
"chr2-36088535-36089732",-2.4302,1.17687586981684e-100,2.36568526095362e-95,0.084,0.353,"Lhx6",0,"Yes","Female-enriched"
"chr3-105546255-105547025",-2.4307,1.27606484902338e-36,2.56506899561586e-31,0.03,0.142,"Kcnd3",0,"Yes","Female-enriched"
"chr2-76518520-76519045",-2.4311,4.71730835572688e-91,9.48245021818084e-86,0.075,0.321,"Osbpl6",0,"Yes","Female-enriched"
"chr2-84482758-84483196",-2.4314,4.21566392907092e-36,8.47407469038262e-31,0.031,0.142,"Tfpi",5982,"Yes","Female-enriched"
"chr5-33568565-33569502",-2.4315,1.46573481863212e-89,2.94633218832517e-84,0.069,0.312,"Fam53a",30848,"Yes","Female-enriched"
"chr5-28105589-28106653",-2.4315,1.09216154854815e-69,2.19539761519858e-64,0.054,0.252,"Insig1",26926,"Yes","Female-enriched"
"chr6-126291338-126291976",-2.4317,7.25613668292947e-35,1.45858505918238e-29,0.027,0.133,"Gm29009",39773,"Yes","Female-enriched"
"chr11-71804338-71805586",-2.4318,4.94654909338519e-93,9.9432561945773e-88,0.062,0.312,"Wscd1",14690,"Yes","Female-enriched"
"chr6-81562079-81562638",-2.4327,7.39811540879296e-65,1.48712477078311e-59,0.042,0.226,"Gm26264",75672,"Yes","Female-enriched"
"chr2-172226826-172227509",-2.4328,5.73095490812462e-34,1.15200216990176e-28,0.027,0.131,"Mc3r",20982,"Yes","Female-enriched"
"chr12-80732966-80733939",-2.4331,5.75132563709179e-138,1.15609697161437e-132,0.111,0.442,"Plekhd1",8751,"Yes","Female-enriched"
"chr11-115409406-115409788",-2.4346,7.39951620550959e-41,1.48740635053431e-35,0.036,0.161,"Ict1",0,"Yes","Female-enriched"
"chr19-60987545-60988467",-2.4346,3.12846444075312e-35,6.28865151093547e-30,0.024,0.129,"Grk5",0,"Yes","Female-enriched"
"chr1-72504516-72505731",-2.4347,6.67010120863848e-70,1.34078372435326e-64,0.047,0.244,"March4",0,"Yes","Female-enriched"
"chr5-73902408-73904095",-2.4351,3.10415964019643e-177,6.23979545914446e-172,0.128,0.524,"Usp46",94367,"Yes","Female-enriched"
"chr13-115094059-115094335",-2.4352,2.30902758990537e-55,4.64146871957239e-50,0.037,0.197,"Itga1",0,"Yes","Female-enriched"
"chr19-28719974-28720396",-2.4354,3.50046560225836e-33,7.03642592572361e-28,0.021,0.119,"D930032P07Rik",0,"Yes","Female-enriched"
"chr6-87861295-87861719",-2.4355,2.4470622657848e-31,4.91893774294466e-26,0.026,0.122,"Cnbp",10188,"Yes","Female-enriched"
"chr4-46683763-46684569",-2.4358,2.40159662553181e-43,4.82754544084652e-38,0.032,0.162,"Gabbr2",0,"Yes","Female-enriched"
"chr17-85472562-85473376",-2.4361,9.50699858254815e-37,1.91103981307233e-31,0.035,0.149,"Camkmt",14422,"Yes","Female-enriched"
"chr5-36067645-36068555",-2.4362,4.47046069078392e-108,8.98625185297239e-103,0.081,0.361,"Sorcs2",0,"Yes","Female-enriched"
"chr10-33195315-33196517",-2.4373,3.07728857820041e-134,6.18578086258378e-129,0.092,0.421,"Trdn",0,"Yes","Female-enriched"
"chr7-24968280-24968881",-2.4377,5.88446196896887e-77,1.18285923823031e-71,0.056,0.27,"Rabac1",868,"Yes","Female-enriched"
"chr3-87395882-87396879",-2.4381,1.33427167567717e-45,2.68207286614571e-40,0.036,0.172,"Fcrl1",0,"Yes","Female-enriched"
"chr6-125454178-125454990",-2.4384,8.75386856533575e-81,1.7596501357924e-75,0.07,0.295,"Cd9",5275,"Yes","Female-enriched"
"chr8-119737491-119738085",-2.4384,1.61154288875111e-35,3.23942682239416e-30,0.027,0.134,"Atp2c2",0,"Yes","Female-enriched"
"chr3-32196427-32197286",-2.4387,1.59605705195736e-30,3.20829812242158e-25,0.018,0.108,"Kcnmb2",0,"Yes","Female-enriched"
"chr7-144043368-144044016",-2.439,2.29148170293684e-37,4.60619903034147e-32,0.029,0.142,"Shank2",0,"Yes","Female-enriched"
"chr2-129182463-129182737",-2.4392,2.14813972590291e-30,4.31806158862648e-25,0.024,0.117,"Gm14029",0,"Yes","Female-enriched"
"chr18-20141634-20142206",-2.4393,6.55575621264276e-54,1.31779877932817e-48,0.043,0.202,"Dsc1",26860,"Yes","Female-enriched"
"chr16-38726753-38727498",-2.4394,6.32606864281502e-111,1.27162836216682e-105,0.083,0.371,"Arhgap31",13478,"Yes","Female-enriched"
"chr9-122617775-122618444",-2.4395,1.098386625807e-61,2.20791089199968e-56,0.047,0.225,"9530059O14Rik",0,"Yes","Female-enriched"
"chr1-156644142-156644600",-2.4401,8.94482638047922e-55,1.79803533004565e-49,0.04,0.2,"Abl2",0,"Yes","Female-enriched"
"chr16-92276345-92277423",-2.4407,8.1565513030427e-140,1.63958100362982e-134,0.107,0.441,"Kcne2",14965,"Yes","Female-enriched"
"chr7-36758870-36759605",-2.4407,1.87369391529799e-52,3.7663870868971e-47,0.046,0.202,"Tshz3",0,"Yes","Female-enriched"
"chr18-38789030-38789607",-2.4408,1.19415665894333e-37,2.40042206640835e-32,0.031,0.145,"Arhgap26",0,"Yes","Female-enriched"
"chr10-83929713-83930157",-2.4411,4.30357273626364e-50,8.65078370007299e-45,0.042,0.191,"RP24-538A12.1",131600,"Yes","Female-enriched"
"chr1-164454802-164455059",-2.442,4.59050341382595e-49,9.22755453226809e-44,0.039,0.184,"Atp1b1",0,"Yes","Female-enriched"
"chr15-53102926-53103329",-2.4422,6.734532570545e-116,1.35373533013553e-110,0.087,0.379,"Ext1",0,"Yes","Female-enriched"
"chr9-47702914-47703863",-2.4423,2.09640898276206e-103,4.21407555260934e-98,0.07,0.341,"Cadm1",0,"Yes","Female-enriched"
