"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Pde6h","chr6-136956992-136957837","Promoter (1-2kb)",-1424,0.932785703690574,NA,NA
"Rab3b","chr4-108878728-108879905","Promoter (<=1kb)",0,0.932525150659229,NA,NA
"Psme1","chr14-55577786-55579114","Promoter (<=1kb)",0,0.932498871433812,0.449143140413593,2.01184893649774e-77
"Atoh8","chr6-72237016-72237280","Promoter (1-2kb)",-1439,0.932374891450698,0.202577404977289,2.20104646282124e-16
"Tox4","chr14-52278689-52280112","Promoter (<=1kb)",0,0.932093025430079,0.126426611489004,5.20096743620322e-11
"Dse","chr10-34205919-34208185","Promoter (<=1kb)",0,0.931985987901039,0.324052888748741,2.63986424021356e-41
"Zfp385a","chr15-103339961-103340266","Promoter (<=1kb)",0,0.931963232657432,NA,NA
"Mgst2","chr3-51673563-51674014","Promoter (1-2kb)",-1122,0.931810627639999,NA,NA
"Fbn2","chr18-58209046-58211062","Promoter (<=1kb)",0,0.931732013994852,0.899523626301723,2.33384091864985e-183
"Nptx2","chr5-144545526-144546526","Promoter (<=1kb)",0,0.931635947379347,NA,NA
"Mapkapk5","chr5-121536844-121537784","Promoter (<=1kb)",0,0.930652394484253,NA,NA
"Cdh18","chr15-23035429-23036913","Promoter (<=1kb)",0,0.930456196483132,NA,NA
"Lats2","chr14-57744568-57744824","Promoter (<=1kb)",0,0.930358095145611,0.145399848144398,0.00049524354049151
"Psd3","chr8-67817694-67818445","Promoter (<=1kb)",0,0.929781013713815,0.0789788019372591,1
"Parp2","chr14-50806870-50808361","Promoter (<=1kb)",0,0.929216454408405,0.189480427636066,7.13964798539017e-17
"Zmym2","chr14-56885225-56888241","Promoter (<=1kb)",0,0.929107913510838,0.296074407534878,1.25164521107307e-27
"Ttpa","chr4-20007761-20009103","Promoter (<=1kb)",0,0.926731254283709,NA,NA
"Dusp13b","chr14-21747769-21748367","Promoter (<=1kb)",253,0.926586449255464,NA,NA
"Actr8","chr14-29977920-29979099","Promoter (<=1kb)",0,0.92626594336201,0.104275563453779,4.30320157784385e-09
"Lhpp","chr7-132610088-132611019","Promoter (<=1kb)",0,0.926024962141044,NA,NA
"Hsf2bp","chr17-32024587-32024953","Promoter (<=1kb)",-558,0.925972244774111,NA,NA
"Ascl4","chr10-85927821-85928982","Promoter (<=1kb)",140,0.92532634945843,NA,NA
"Ttll5","chr12-85879471-85880167","Promoter (<=1kb)",485,0.924634899159947,-0.0198955721471252,1
"A330035P11Rik","chr14-122106474-122107766","Promoter (<=1kb)",0,0.92443387055694,NA,NA
"St6gal1","chr16-23290875-23291959","Promoter (<=1kb)",405,0.924425356782334,0.176311330509161,7.28950481296933e-06
"Lrp10","chr14-54463617-54465012","Promoter (<=1kb)",0,0.923420168024215,0.153574233755575,1.62518737778879e-13
"Slc7a14","chr3-31259727-31261184","Promoter (1-2kb)",-1333,0.923350811579562,NA,NA
"Git1","chr11-77497378-77497712","Promoter (1-2kb)",-1379,0.923099272404158,-0.0262803108573805,1
"P2rx1","chr11-73007731-73008156","Promoter (1-2kb)",-1635,0.923048830286872,NA,NA
"Slc10a6","chr5-103628658-103630184","Promoter (<=1kb)",0,0.922706526015838,NA,NA
"Agps","chr2-75891715-75892390","Promoter (1-2kb)",-1719,0.922449362945085,-0.144270390401079,0.209952483517675
"Magi2","chr5-19226012-19228381","Promoter (<=1kb)",0,0.92234448693086,-0.0377385981832148,1
"Mn1","chr5-111416580-111418028","Promoter (<=1kb)",0,0.922150037952263,NA,NA
"Gm9961","chr16-11899932-11901001","Promoter (<=1kb)",-362,0.921601245572448,NA,NA
"Dst","chr1-34158734-34159202","Promoter (1-2kb)",-1128,0.921230422668705,-0.392093454011067,2.08469968860201e-52
"Zdhhc20","chr14-57889481-57890687","Promoter (<=1kb)",0,0.921052127998829,0.253669652586623,3.60500829621207e-18
"Tinf2","chr14-55680809-55682218","Promoter (<=1kb)",0,0.920784300452723,NA,NA
"Slc25a30","chr14-75786213-75787434","Promoter (<=1kb)",0,0.920717046890777,0.294002509942557,6.85243467361343e-61
"Enpp4","chr17-44104713-44106179","Promoter (<=1kb)",0,0.920101291430475,NA,NA
"Cdkn3","chr14-46759868-46761553","Promoter (<=1kb)",0,0.920075413488167,0.0451018841728744,1
"Fkbp3","chr12-65068373-65068751","Promoter (1-2kb)",-1655,0.920023901333933,-0.00394058057920033,1
"Rgs7","chr1-175491658-175493033","Promoter (<=1kb)",0,0.919826953868244,NA,NA
"Aldoc","chr11-78322433-78323263","Promoter (<=1kb)",0,0.919344018412874,NA,NA
"2410004P03Rik","chr12-17011481-17011835","Promoter (<=1kb)",0,0.918588643209063,NA,NA
"Arhgap23","chr11-97489438-97490234","Promoter (<=1kb)",-910,0.918496193130191,0.0331720344268095,1
"R3hcc1","chr14-69706273-69707721","Promoter (<=1kb)",0,0.917593759384213,0.0965276787957078,1.6902586132779e-08
"Farp1","chr14-121035127-121037684","Promoter (<=1kb)",0,0.916806368595422,0.666726825466146,1.8270508328756e-90
"Scp2","chr4-108118025-108118899","Promoter (<=1kb)",0,0.916407734564382,0.00324487909983773,1
"Cnrip1","chr11-17051442-17052945","Promoter (<=1kb)",0,0.915563381412424,NA,NA
"Golga4","chr9-118512635-118513295","Promoter (<=1kb)",-885,0.915504497355011,-0.235052688879367,1.63422162940166e-07
"Osbp2","chr11-3862874-3864279","Promoter (<=1kb)",0,0.914670383391581,NA,NA
"Tsc22d1","chr14-76413807-76416199","Promoter (<=1kb)",0,0.914375618665509,0.20216109574017,8.18401276365663e-13
"Lrp8","chr4-107828676-107829263","Promoter (1-2kb)",-1702,0.913456334969077,0.217900843157208,5.48557508203139e-24
"Gpr180","chr14-118136377-118137820","Promoter (<=1kb)",0,0.91332890410345,0.103387292946651,2.17526968522662e-10
"Sgca","chr11-94969796-94970741","Promoter (<=1kb)",0,0.912759648949137,NA,NA
"Sox13","chr1-133385392-133385998","Promoter (<=1kb)",0,0.912206137213742,NA,NA
"Nisch","chr14-31204827-31207110","Promoter (<=1kb)",0,0.911899842702438,0.559671828415045,2.35848959651019e-82
"Mrpl52","chr14-54426178-54427405","Promoter (<=1kb)",0,0.911737691322383,0.822034521092102,3.12237306903347e-177
"Pex1","chr5-3616567-3617211","Promoter (1-2kb)",-1687,0.9114525563224,NA,NA
"Itih1","chr14-30943679-30944662","Promoter (<=1kb)",-390,0.911310883614068,NA,NA
"Hnrnpc","chr14-52103182-52104801","Promoter (<=1kb)",0,0.911292292235541,0.438503925978549,9.04454823945535e-70
"Kctd6","chr14-8213590-8214937","Promoter (<=1kb)",0,0.91006110375479,0.111254732668546,1.18114861456888e-08
"Pdcd4","chr19-53892444-53893087","Promoter (<=1kb)",208,0.908931337184913,0.0315482495115181,1
"Pabpn1","chr14-54893208-54895108","Promoter (<=1kb)",0,0.90892252287722,0.276947796348257,8.69495078969679e-22
"Zmym5","chr14-56810386-56811343","Promoter (<=1kb)",121,0.908717403120702,0.15307021675306,7.68989859453357e-07
"Senp1","chr15-98048643-98049705","Promoter (<=1kb)",0,0.908445031324292,-0.0250134268443702,1
"Dip2a","chr10-76346237-76346551","Promoter (<=1kb)",-946,0.908031891959481,0.077110452951749,0.854442142089255
"Polr3d","chr14-70442491-70443974","Promoter (<=1kb)",0,0.906774691450889,0.165741149145457,5.80099885652158e-12
"Mppe1","chr18-67244917-67246220","Promoter (<=1kb)",0,0.906580033440998,NA,NA
"Nupr1","chr7-126626297-126626573","Promoter (<=1kb)",-281,0.906579928148249,0.209696843090638,1.83620974995348e-09
"Spire1","chr18-67554181-67554781","Promoter (1-2kb)",-1404,0.905823137165341,-0.0895379514504637,1
"Scd1","chr19-44407283-44408801","Promoter (<=1kb)",0,0.905733840675821,0.28996495496495,1.04775294987653e-58
"Rab40b","chr11-121387282-121388743","Promoter (<=1kb)",0,0.905454817484234,NA,NA
"Etl4","chr2-20559202-20560176","Promoter (<=1kb)",0,0.903222854821758,0.254848330806332,5.1934454491143e-16
"Pck2","chr14-55539510-55541258","Promoter (<=1kb)",0,0.903097991723072,0.417979021356879,1.59469539530868e-69
"Parg","chr14-32201344-32202679","Promoter (<=1kb)",0,0.902274899166799,0.111605190326005,0.049241962977399
"Dpysl2","chr14-66866489-66869443","Promoter (<=1kb)",0,0.900934704667983,0.640599066569749,5.83225732249658e-113
"Pou2f2","chr7-25181314-25181709","Promoter (1-2kb)",-1588,0.900869617196145,NA,NA
"Bicral","chr17-46832043-46833036","Promoter (<=1kb)",0,0.900467812494008,-0.0718666765342955,1
"Zfp459","chr13-67420577-67421750","Promoter (<=1kb)",0,0.900422554888275,NA,NA
"Wbp4","chr14-79482974-79483198","Promoter (1-2kb)",-1454,0.900301361751108,0.248747540300296,1.06288946641225e-17
"Radil","chr5-142544751-142545777","Promoter (<=1kb)",0,0.900122883052993,0.254406616446374,4.53407951915216e-53
"Cyp2d22","chr15-82376394-82377043","Promoter (<=1kb)",-494,0.899540642354421,NA,NA
"Hecw1","chr13-14521784-14523197","Promoter (<=1kb)",0,0.898392225644736,NA,NA
"1700039M10Rik","chr14-57570664-57571998","Promoter (<=1kb)",0,0.898306579272302,NA,NA
"Atp6v1e1","chr6-120819272-120819645","Promoter (<=1kb)",-873,0.898273889372148,-0.0537681137499963,1
"Gdpd5","chr7-99414676-99415589","Promoter (<=1kb)",26,0.898103828068956,NA,NA
"Abca15","chr7-120326947-120327876","Promoter (<=1kb)",-794,0.897584760767732,NA,NA
"Btd","chr14-31640242-31641473","Promoter (<=1kb)",0,0.89725947852101,0.0976025718106772,4.85748171217825e-10
"Ubac2","chr14-121877865-121879359","Promoter (<=1kb)",0,0.897185016574395,0.208004162848892,5.02054514822639e-23
"Mir1668","chr8-83723531-83723900","Promoter (<=1kb)",84,0.896131336544037,NA,NA
"Rac3","chr11-120720422-120722299","Promoter (<=1kb)",0,0.895702200080438,NA,NA
"Itpr3","chr17-27105542-27106302","Promoter (<=1kb)",0,0.894261839681584,0.127151519235035,7.19905984556576e-13
"Ppm1a","chr12-72757040-72757356","Promoter (<=1kb)",-99,0.893773684023774,-0.112662273598429,1
"Emilin1","chr5-30912658-30913690","Promoter (<=1kb)",0,0.89361791782874,0.297178970484499,1.20065407809298e-57
"Ap2a1","chr7-44901222-44901443","Promoter (<=1kb)",251,0.892619069869458,-0.061376728945796,1
"Mfsd4a","chr1-132067254-132068248","Promoter (<=1kb)",0,0.892189984725331,0.0159514582733548,1
"Cr2","chr1-195164998-195165336","Promoter (1-2kb)",-1380,0.891432783972709,NA,NA
"Gstk1","chr6-42245684-42246281","Promoter (<=1kb)",0,0.890824609415912,NA,NA
"Mosmo","chr7-120717143-120717629","Promoter (<=1kb)",0,0.89046021792822,-0.0574003288707515,1
"Oxa1l","chr14-54360280-54361811","Promoter (<=1kb)",0,0.890099674601949,0.291009087650612,2.59581121340193e-40
"Slmap","chr14-26533697-26535401","Promoter (<=1kb)",0,0.890054839504684,0.242395691298732,1.47500385357575e-16
"Ngdn","chr14-55014312-55016104","Promoter (<=1kb)",0,0.889907581149698,0.189577017884279,3.52565067280562e-21
"Nova2","chr7-18924914-18926629","Promoter (<=1kb)",0,0.889597877774277,NA,NA
"Lamb3","chr1-193319449-193320142","Promoter (<=1kb)",-553,0.889546924158965,NA,NA
"Psme2","chr14-55590424-55592571","Promoter (<=1kb)",0,0.889403441660229,0.366203972120657,3.09941098838232e-49
"Gm10687","chr9-44133847-44136280","Promoter (<=1kb)",0,0.889088647568658,NA,NA
"Psmc6","chr14-45329016-45330371","Promoter (<=1kb)",0,0.888887788579663,0.136371392198835,0.000576828713880044
"Mir7235","chr11-97146638-97146999","Promoter (<=1kb)",-219,0.888691760236268,NA,NA
"Scn8a","chr15-100870236-100871745","Promoter (<=1kb)",0,0.888550681602374,NA,NA
"Fgd6","chr10-94072136-94073365","Promoter (<=1kb)",0,0.88838585535244,0.075595617725044,1
"4933425B07Rik","chr14-46634063-46637069","Promoter (<=1kb)",0,0.888054351374968,NA,NA
"Bmper","chr9-23374368-23375529","Promoter (<=1kb)",436,0.887653629589773,0.287182796878255,6.76431679925369e-44
"Fbxl3","chr14-103098493-103099920","Promoter (<=1kb)",0,0.887541337504585,0.120858028960873,1.0498548546271e-10
"Mirt1","chr19-53450683-53451939","Promoter (<=1kb)",0,0.887517104850881,NA,NA
"Osbpl10","chr9-115088075-115089132","Promoter (<=1kb)",0,0.887001016682167,NA,NA
"Dcaf11","chr14-55559635-55561072","Promoter (<=1kb)",0,0.8866361405725,NA,NA
"Abhd6","chr14-8002499-8003726","Promoter (<=1kb)",0,0.886406536861819,0.0815170355761595,0.00365851032373009
"Qrfpr","chr3-36221799-36222573","Promoter (<=1kb)",0,0.886149381061881,NA,NA
"Ktn1","chr14-47648176-47650271","Promoter (<=1kb)",0,0.885773921454297,0.495495106214119,1.04818284879909e-76
"Gucy1b2","chr14-62457147-62457793","Promoter (<=1kb)",-858,0.885408423698542,NA,NA
"Dennd6a","chr14-26578806-26580386","Promoter (<=1kb)",0,0.884655707597349,0.173863643324635,6.06876237358741e-15
"Jak3","chr8-71676223-71676725","Promoter (<=1kb)",0,0.884239229591488,NA,NA
"Ifrd1","chr12-40247788-40248543","Promoter (<=1kb)",0,0.883626068156439,-0.12034897022949,0.013030661592164
"Spcs1","chr14-31000518-31002201","Promoter (<=1kb)",0,0.883188338259163,0.48960171009346,3.5408817967774e-70
"Bin3","chr14-70099671-70100469","Promoter (<=1kb)",0,0.882952530174892,0.220698061427958,4.67498149885786e-44
"Nudt18","chr14-70576966-70578713","Promoter (<=1kb)",0,0.882887268179121,NA,NA
"Gpam","chr19-55103027-55103910","Promoter (<=1kb)",0,0.882481032198816,NA,NA
"Abhd4","chr14-54253381-54254428","Promoter (<=1kb)",0,0.882464993659047,NA,NA
"Gm36738","chr15-78580971-78582265","Promoter (<=1kb)",0,0.880771635856055,NA,NA
"Sacs","chr14-61172265-61173632","Promoter (<=1kb)",0,0.88070975608554,0.115570099068037,0.000544005832611518
"Gsdmd","chr15-75862059-75862657","Promoter (<=1kb)",0,0.880407164468618,NA,NA
"Ints6","chr14-62759579-62762285","Promoter (<=1kb)",0,0.879414363921856,0.306999229040929,1.45489505671581e-29
"Selenok","chr14-29967240-29968886","Promoter (<=1kb)",0,0.879015276567917,0.545876629350465,9.12610125034466e-80
"Mir804","chr11-50358879-50359856","Promoter (<=1kb)",-1000,0.87839612499989,NA,NA
"Trim6","chr7-104218559-104219526","Promoter (<=1kb)",0,0.878331074668741,NA,NA
"Vps25","chr11-101245819-101246755","Promoter (<=1kb)",0,0.877858827628848,NA,NA
"Dhrs1","chr14-55744921-55746502","Promoter (<=1kb)",0,0.877774346439707,0.239720453654729,1.86012935692797e-29
"Arhgap9","chr10-127324533-127324802","Promoter (<=1kb)",210,0.877072787243618,NA,NA
"Kctd9","chr14-67715090-67717073","Promoter (<=1kb)",0,0.876338877231854,0.121013956026426,7.14958881446472e-10
"Fst","chr13-114456113-114457658","Promoter (<=1kb)",-903,0.876075562121703,0.416955772327029,2.61739345146507e-89
"Ifitm10","chr7-142373736-142374213","Promoter (<=1kb)",0,0.875761262251496,0.0772704051673317,1
"Mdp1","chr14-55659670-55660906","Promoter (<=1kb)",0,0.875135576541641,0.278501997394005,3.35418892573329e-58
"Car2","chr3-14885931-14887125","Promoter (<=1kb)",0,0.874314218204825,NA,NA
"Vamp8","chr6-72389512-72391140","Promoter (<=1kb)",0,0.87413157979051,0.183974941973607,2.65014311808496e-12
"Dnajc3","chr14-118936891-118938887","Promoter (<=1kb)",0,0.872902219459017,-0.000550175553671206,1
"Meis1","chr11-19018634-19020889","Promoter (<=1kb)",0,0.872847144079077,0.428443832553115,3.01785835797789e-125
"Sowahb","chr5-93044013-93045415","Promoter (<=1kb)",0,0.872729630508425,NA,NA
"Mir8098","chr14-62836872-62838619","Promoter (<=1kb)",0,0.87220299883837,NA,NA
"Capg","chr6-72548899-72549498","Promoter (<=1kb)",0,0.872110518664379,0.804250155708885,9.82582524079257e-257
"Rbm26","chr14-105176192-105177777","Promoter (<=1kb)",0,0.872025193372923,0.409191641430899,7.89789148443113e-42
"Casq1","chr1-172213381-172214137","Promoter (<=1kb)",0,0.870134720018467,NA,NA
"Igfbp5","chr1-72874815-72875128","Promoter (<=1kb)",0,0.869280456403009,NA,NA
"Slc25a22","chr7-141434456-141434693","Promoter (<=1kb)",0,0.868842872669061,NA,NA
"Eps8","chr6-137519336-137520672","Promoter (<=1kb)",0,0.868564746974606,0.0635719225854582,0.00508977537527395
"Gpc5","chr14-115091793-115092881","Promoter (<=1kb)",0,0.868310697831776,NA,NA
"Trim16","chr11-62831801-62832378","Promoter (1-2kb)",-1422,0.868252833280482,0.180592861857357,4.50303103069808e-22
"Setdb2","chr14-59439626-59441551","Promoter (<=1kb)",0,0.867293695558043,NA,NA
"Aldh4a1","chr4-139601399-139602371","Promoter (<=1kb)",-815,0.867058854568796,NA,NA
"Gjb2","chr14-57103435-57105031","Promoter (<=1kb)",0,0.866250532346233,NA,NA
"Msrb3","chr10-120872448-120872909","Promoter (1-2kb)",-1296,0.866086760400862,-0.214044615167589,1.43230108874809e-06
"Adgre5","chr8-83740923-83741441","Promoter (<=1kb)",0,0.865884980292454,NA,NA
"Pkn1","chr8-83672966-83673286","Promoter (<=1kb)",313,0.865524250037867,0.0416845811985255,1
"Tm4sf19","chr16-32398180-32398547","Promoter (1-2kb)",-1959,0.864760462153662,NA,NA
"Galnt2","chr8-124294759-124295651","Promoter (<=1kb)",0,0.864700373601951,-0.0429588276524234,1
"Rabggta","chr14-55721512-55722425","Promoter (<=1kb)",0,0.86456743526886,0.129417354517489,4.94735333173056e-26
"Rgs11","chr17-26203222-26203763","Promoter (<=1kb)",210,0.864439770434728,NA,NA
"Ephx1","chr1-181022223-181022611","Promoter (1-2kb)",-1319,0.864344629224961,0.182135854211938,8.7564839927624e-14
"Ghitm","chr14-37134245-37135957","Promoter (<=1kb)",0,0.864131420878912,0.276837590916722,3.42277274099651e-29
"Zfp296","chr7-19577073-19578160","Promoter (<=1kb)",0,0.863285065288272,NA,NA
"Pnp","chr14-50930130-50931887","Promoter (<=1kb)",0,0.862959372020239,0.360928624898336,3.13660059398848e-33
"Grid1","chr14-34819085-34820859","Promoter (<=1kb)",0,0.862675357466931,NA,NA
"Ndfip2","chr14-105258237-105259400","Promoter (<=1kb)",0,0.862196051640308,0.133263430508445,1.53517098204835e-09
"Nrdc","chr4-109029558-109030558","Promoter (1-2kb)",-1855,0.861196804359964,NA,NA
"Tspan13","chr12-36041630-36042803","Promoter (<=1kb)",0,0.861090572546789,NA,NA
"Frs2","chr10-117149984-117150515","Promoter (1-2kb)",-1450,0.860837447580698,0.286237994810608,1.75351041367746e-17
"Bap1","chr14-31250338-31251962","Promoter (<=1kb)",0,0.860741112423319,0.0885211692138237,1.11260562487645e-06
"Naa30","chr14-49171287-49173549","Promoter (<=1kb)",0,0.859547708152441,0.0353801378998158,1
"Lrch1","chr14-74794744-74795392","Promoter (<=1kb)",0,0.859435037585314,0.181959722698089,1.77368675938803e-06
"Ereg","chr5-91073629-91074962","Promoter (<=1kb)",0,0.859186793485886,0.314956915764184,6.31930706508783e-23
"Dock9","chr14-121697203-121698815","Promoter (<=1kb)",0,0.859065505767814,0.176120148536535,2.14231114226024e-18
"Spock2","chr10-60106158-60107702","Promoter (<=1kb)",0,0.859030688393255,NA,NA
"Rtraf","chr14-19823076-19824465","Promoter (<=1kb)",0,0.858781161148206,0.4900546064623,2.78757292190017e-65
"A930033H14Rik","chr10-69211991-69213872","Promoter (<=1kb)",0,0.858364161238477,NA,NA
"Atp12a","chr14-56375769-56376133","Promoter (<=1kb)",0,0.858153224987231,NA,NA
"Epor","chr9-21961366-21962763","Promoter (<=1kb)",0,0.857863082412569,NA,NA
"Gng7","chr10-81014307-81015222","Promoter (<=1kb)",0,0.857131953085883,NA,NA
"1700049E22Rik","chr6-100525226-100527168","Promoter (<=1kb)",-232,0.857036655965626,NA,NA
"Uqcc5","chr14-31128072-31129237","Promoter (<=1kb)",0,0.857022896788498,NA,NA
"Rhobtb2","chr14-69804782-69805937","Promoter (<=1kb)",0,0.856878538700153,0.0678211118357358,1
"Rap1gap","chr4-137719329-137719710","Promoter (<=1kb)",457,0.856243485496933,0.242875098526295,4.38013587678086e-47
"Tmie","chr9-110879264-110881405","Promoter (<=1kb)",0,0.856237178512413,NA,NA
"Rgcc","chr14-79300519-79301965","Promoter (<=1kb)",0,0.856157487167307,NA,NA
"Spink2","chr5-77210936-77211603","Promoter (<=1kb)",0,0.855967191003349,NA,NA
"Ifi30","chr8-70766423-70767125","Promoter (<=1kb)",0,0.855227509990589,NA,NA
"Lasp1","chr11-97805003-97805217","Promoter (<=1kb)",0,0.854947533396059,0.0696259307539828,1
"Kctd5","chr17-24062304-24063154","Promoter (1-2kb)",-1987,0.85401243178988,-0.0972132476839653,1
"Accs","chr2-93850512-93850923","Promoter (<=1kb)",-569,0.85397523914506,NA,NA
"Capn7","chr14-31335483-31337246","Promoter (<=1kb)",0,0.853187540493682,0.119583102626419,7.4946927980318e-10
"Gm4285","chr14-75844183-75846013","Promoter (<=1kb)",0,0.85293618870648,NA,NA
"Arg2","chr12-79130018-79132426","Promoter (<=1kb)",0,0.85282942880129,NA,NA
"Rgs3","chr4-62673564-62675032","Promoter (<=1kb)",0,0.852746447574062,0.0537687879757981,1
"Epm2a","chr10-11342710-11344161","Promoter (<=1kb)",0,0.852216307928467,-0.0705163509900522,1
"Tfdp2","chr9-96258494-96260098","Promoter (<=1kb)",0,0.852135257370922,-0.00628701487633399,1
"Cuedc1","chr11-88160981-88162353","Promoter (<=1kb)",0,0.851678834839698,0.0821137005566768,1
"Asap1","chr15-64350678-64350974","Promoter (<=1kb)",-792,0.851411865692548,0.322142968481713,1.56610606123041e-23
"Fmnl1","chr11-103170719-103171372","Promoter (<=1kb)",0,0.851390111483755,NA,NA
"Stat6","chr10-127641632-127643161","Promoter (<=1kb)",0,0.850850797600725,NA,NA
"Aatk","chr11-120012927-120013604","Promoter (<=1kb)",-519,0.850728848563811,NA,NA
"Otud4","chr8-79638005-79638257","Promoter (1-2kb)",-1361,0.850168740694856,0.131848931618975,0.45594963063194
"Hspb7","chr4-141419619-141420288","Promoter (<=1kb)",-491,0.850104661216931,NA,NA
"Slc7a2","chr8-40861515-40863023","Promoter (<=1kb)",0,0.850042724815018,0.198229905016921,2.25332159158567e-47
"Rgs8","chr1-153664981-153665703","Promoter (<=1kb)",0,0.849973754985601,NA,NA
"Lemd1","chr1-132190105-132191101","Promoter (<=1kb)",-330,0.849731283096683,NA,NA
"Smg9","chr7-24419503-24419742","Promoter (<=1kb)",-453,0.849290994495008,0.0604054817822776,0.000359488710271899
"4930444P10Rik","chr1-16092772-16093484","Promoter (<=1kb)",0,0.849202471804843,NA,NA
"Sim1","chr10-50894153-50895351","Promoter (<=1kb)",-300,0.848926731302342,NA,NA
"Mdm4","chr1-133020199-133020687","Promoter (1-2kb)",-1341,0.848104061034826,0.0532702509716392,1
"Prss57","chr10-79788393-79788664","Promoter (<=1kb)",321,0.848067040788387,NA,NA
"Wdhd1","chr14-47275431-47277579","Promoter (<=1kb)",0,0.845638662837886,0.140041406441338,9.44544856186998e-13
"Gm10646","chr9-67102599-67102900","Promoter (<=1kb)",299,0.845121340116795,NA,NA
"Rab1b","chr19-5108082-5108465","Promoter (1-2kb)",-1010,0.844949755382941,-0.14371143932357,0.0321930177808687
"Rnaseh2b","chr14-62331436-62332849","Promoter (<=1kb)",0,0.844224759388769,0.218169899157477,5.08470968811752e-23
"Rsph14","chr10-75032324-75032697","Promoter (<=1kb)",0,0.844145383898022,NA,NA
"Cgrrf1","chr14-46831233-46833138","Promoter (<=1kb)",0,0.843967683873178,0.160542862391603,2.83099799624931e-15
"Clasp2","chr9-113792148-113793756","Promoter (<=1kb)",0,0.843882743022533,-0.0359701006788848,1
"Kcnc2","chr10-112269950-112271150","Promoter (<=1kb)",0,0.843638372351884,NA,NA
"Kpna3","chr14-61438510-61440391","Promoter (<=1kb)",0,0.842885662301748,0.221601567716772,2.49957208353057e-17
"Spryd7","chr14-61555960-61557483","Promoter (<=1kb)",0,0.842866572145919,0.116904404612301,1.2620550101769e-12
"S100a3","chr3-90597733-90598481","Promoter (1-2kb)",-1734,0.842583147201535,NA,NA
"Tbc1d31","chr15-57957520-57958294","Promoter (<=1kb)",-119,0.84242572383563,-0.0558425593357843,1
"Unc45a","chr7-80347411-80348241","Promoter (1-2kb)",-1402,0.842346672219272,-0.0482258813734932,1
"Cln5","chr14-103069428-103071100","Promoter (<=1kb)",0,0.842286987806702,0.0590094173815182,0.025051344253303
"Stum","chr1-180462291-180462807","Promoter (<=1kb)",0,0.841661729885427,NA,NA
"Zbtb2","chr10-4389067-4389270","Promoter (<=1kb)",-959,0.841144260597642,-0.0604314805252261,1
"Appl1","chr14-26969633-26970966","Promoter (<=1kb)",0,0.84036838565132,0.256881138643632,3.31746146191842e-25
"A430057M04Rik","chr14-21846914-21849133","Promoter (<=1kb)",0,0.84025566352409,NA,NA
"Rnf213","chr11-119392082-119392283","Promoter (<=1kb)",-817,0.839853374686476,-0.0312060922318734,1
"Sp2","chr11-96969163-96970358","Promoter (<=1kb)",-498,0.839301918167521,0.0810586740552068,0.00779846487399013
"Klhl2","chr8-64844076-64844598","Promoter (1-2kb)",-1879,0.838477540771799,0.0639396250085104,1
"Timp3","chr10-86300056-86301076","Promoter (<=1kb)",0,0.838316269073686,0.41266699369985,2.42882695047798e-12
"Top2b","chr14-16363908-16366426","Promoter (<=1kb)",0,0.838216454377404,0.455668570923061,1.24596994262621e-57
"Prss32","chr17-23843292-23844325","Promoter (<=1kb)",0,0.838177308600891,NA,NA
"Tmigd3","chr3-105871457-105872813","Promoter (<=1kb)",480,0.837930994519728,NA,NA
"Pcdhgb8","chr18-37761230-37761985","Promoter (<=1kb)",0,0.837755761898548,NA,NA
"Ppp1r3e","chr14-54875597-54877668","Promoter (<=1kb)",0,0.837471715079639,NA,NA
"Timm23","chr14-32192424-32192789","Promoter (<=1kb)",-467,0.837304975298965,0.310637315718228,1.35088201958377e-28
"Myo1d","chr11-80778950-80780347","Promoter (<=1kb)",0,0.837270894283119,0.756258401729154,4.00637573768164e-160
"Sct","chr7-141278747-141279396","Promoter (<=1kb)",0,0.837196029625553,NA,NA
"Nploc4","chr11-120423293-120423950","Promoter (1-2kb)",-1836,0.837122219031394,0.0628977431857461,1
"Pard3","chr8-127170417-127171256","Promoter (<=1kb)",-148,0.837016901103487,-0.137404149291179,0.0160861391834151
"Ints9","chr14-64948646-64950798","Promoter (<=1kb)",0,0.836716536337582,0.150004015185833,5.55850746773804e-17
"Ltc4s","chr11-50237810-50238673","Promoter (<=1kb)",0,0.836578325762231,NA,NA
"Prmt5","chr14-54516388-54517896","Promoter (<=1kb)",0,0.836364086520261,0.265649621020655,2.60409028402151e-28
"Lamc2","chr1-153153331-153153913","Promoter (1-2kb)",-1245,0.836359220415136,NA,NA
"Myrf","chr19-10218973-10219380","Promoter (1-2kb)",-1445,0.835613838386938,NA,NA
"Msrb2","chr2-19371375-19372280","Promoter (<=1kb)",0,0.835588390231729,NA,NA
"Cyp27a1","chr1-74713103-74714079","Promoter (<=1kb)",0,0.835496438743973,NA,NA
"Tmcc3","chr10-94512850-94513140","Promoter (1-2kb)",-1717,0.835136677615112,0.112923090457078,6.64539598400297e-05
"Gm26876","chr10-128645229-128646924","Promoter (<=1kb)",0,0.834750374481194,NA,NA
"Gng8","chr7-16890703-16892373","Promoter (<=1kb)",0,0.833620761216806,NA,NA
"Clec16a","chr16-10628869-10629536","Promoter (<=1kb)",-524,0.833584361476562,NA,NA
