"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Egln3","chr12-54202750-54204063","Promoter (<=1kb)",0,-1.41573530427189,-0.208251413997392,7.15858854253196e-35
"Kdm3a","chr6-71596182-71596813","Promoter (<=1kb)",349,-1.41545755588831,0.0859395794578513,1
"St7","chr6-17905668-17906800","Promoter (<=1kb)",85,-1.41520171117163,-0.0299732179956111,1
"Kctd1","chr18-14988630-14989878","Promoter (<=1kb)",0,-1.41518082945267,-0.217869691056271,1.84452606638638e-15
"Map3k9","chr12-81782695-81783296","Promoter (1-2kb)",-1520,-1.41348363256827,NA,NA
"Siglec15","chr18-78056955-78057570","Promoter (<=1kb)",0,-1.41144755637593,NA,NA
"Ift122","chr6-115897052-115897513","Promoter (1-2kb)",-1597,-1.40970267381723,-0.0791558709178186,1
"Anapc1","chr2-128623110-128624291","Promoter (<=1kb)",-265,-1.40842932225531,-0.233293155955334,7.89751263510363e-14
"Trpm3","chr19-22692486-22693254","Promoter (<=1kb)",0,-1.40706016349415,NA,NA
"Tpst2","chr5-112302391-112302816","Promoter (1-2kb)",-1080,-1.40302830016562,0.0184252218961799,1
"Cemip","chr7-84087973-84088745","Promoter (1-2kb)",-1471,-1.40201001963181,-0.328740539032159,6.20828627499077e-21
"Meis2","chr2-116062284-116062604","Promoter (<=1kb)",0,-1.39990422158297,1.33534378944121,0
"Irf2","chr8-46793960-46794714","Promoter (<=1kb)",461,-1.39791241079939,-0.0172815836183386,1
"Rnf169","chr7-99965131-99966304","Promoter (<=1kb)",0,-1.39775768485338,-0.00961362194965476,1
"Unc13b","chr4-43208775-43210015","Promoter (<=1kb)",0,-1.3969375681246,NA,NA
"Reep1","chr6-71707275-71708409","Promoter (<=1kb)",0,-1.39682759060649,NA,NA
"B3gnt7","chr1-86301561-86302002","Promoter (1-2kb)",-1232,-1.39643919468231,NA,NA
"Kpna1","chr16-36021318-36022036","Promoter (<=1kb)",0,-1.3938859592381,-0.0729552743001785,1
"Brd1","chr15-88717230-88717622","Promoter (<=1kb)",-190,-1.39141882155033,-0.25718900857938,9.73725975081143e-17
"Nxpe2","chr9-48353756-48355144","Promoter (<=1kb)",-302,-1.39092752001533,NA,NA
"Fndc11","chr2-181218923-181220727","Promoter (<=1kb)",0,-1.39091154635593,NA,NA
"Shroom3","chr5-92808986-92809479","Promoter (<=1kb)",0,-1.39072504422895,-0.777172801352358,6.5956497780083e-92
"Eml6","chr11-29764743-29765407","Promoter (<=1kb)",-510,-1.38863042162684,0.061063443884586,1
"Osmr","chr15-6873173-6874920","Promoter (<=1kb)",0,-1.38756524796044,-0.257226387971891,7.04132804846481e-47
"Dusp19","chr2-80616610-80618109","Promoter (<=1kb)",0,-1.38675542260562,NA,NA
"Mknk1","chr4-115854913-115856091","Promoter (<=1kb)",-941,-1.38622702749199,NA,NA
"Dnm2","chr9-21494365-21495011","Promoter (<=1kb)",422,-1.38622146913508,-0.160281121561153,0.074968493330756
"Ppp1r1b","chr11-98347183-98347873","Promoter (<=1kb)",-531,-1.38519009479751,NA,NA
"Smpd3","chr8-106279761-106281127","Promoter (<=1kb)",0,-1.38286737232926,NA,NA
"Strip1","chr3-107627541-107627952","Promoter (<=1kb)",-697,-1.37717281060392,-0.0296663155819911,1
"Rmdn1","chr4-19603756-19604895","Promoter (<=1kb)",-556,-1.37424788162091,-0.0109333165297341,1
"Adm","chr7-110627257-110628300","Promoter (<=1kb)",0,-1.36934046540391,-0.81609543676885,1.29613428405689e-147
"Igsf5","chr16-96395501-96396543","Promoter (<=1kb)",0,-1.36887285982943,NA,NA
"Smarca4","chr9-21635346-21636040","Promoter (<=1kb)",0,-1.366784062115,-0.111423253685246,1
"Clec18a","chr8-111081450-111082459","Promoter (<=1kb)",0,-1.3634231216728,NA,NA
"Fmod","chr1-134036948-134037597","Promoter (<=1kb)",0,-1.36036321956068,-1.11493853671018,2.91459938784876e-165
"Ascl5","chr1-136049960-136051850","Promoter (<=1kb)",0,-1.3587900677554,NA,NA
"4933412O06Rik","chr13-15802476-15802681","Promoter (<=1kb)",0,-1.35767493578436,NA,NA
"Cog1","chr11-113656251-113657135","Promoter (<=1kb)",-240,-1.35628117128468,0.0760314118314208,0.00111113333321198
"Lypd6","chr2-50164618-50166566","Promoter (<=1kb)",0,-1.35617380822605,NA,NA
"Htra1","chr7-130943228-130943784","Promoter (<=1kb)",0,-1.35435901127702,-0.663702480183324,7.31248924282651e-107
"Mogat1","chr1-78536783-78539640","Promoter (<=1kb)",0,-1.35322573700273,NA,NA
"Prdm11","chr2-93047526-93047801","Promoter (1-2kb)",-1359,-1.35321132915052,NA,NA
"Elmod1","chr9-53974413-53975495","Promoter (<=1kb)",0,-1.34960891595321,NA,NA
"Smagp","chr15-100636394-100638061","Promoter (<=1kb)",0,-1.34919763172075,NA,NA
"Slco1a5","chr6-142276744-142276950","Promoter (1-2kb)",-1176,-1.34837872974469,-0.547496510991952,3.74803119271731e-100
"Mgst1","chr6-138140000-138141772","Promoter (<=1kb)",0,-1.34753799657489,-0.52157972392543,3.04665108966184e-73
"Spats2l","chr1-57773913-57775781","Promoter (<=1kb)",0,-1.34373551554339,-0.325436207469188,7.97731670682113e-59
"Arvcf","chr16-18379049-18380115","Promoter (<=1kb)",-668,-1.34367192511905,NA,NA
"Cacng8","chr7-3389321-3389531","Promoter (1-2kb)",-1152,-1.34160061912683,0.057461248293421,1
"Igfbp2","chr1-72823816-72825650","Promoter (<=1kb)",0,-1.34133540945657,-3.25787121491238,0
"A730035I17Rik","chr5-98184993-98186543","Promoter (<=1kb)",0,-1.33897517008923,NA,NA
"Gm10646","chr9-67101889-67102174","Promoter (<=1kb)",-126,-1.33698340839421,NA,NA
"A430078I02Rik","chr6-86479950-86480784","Promoter (<=1kb)",0,-1.33639891322703,NA,NA
"Plin2","chr4-86671876-86672098","Promoter (1-2kb)",-1816,-1.33539868373295,-0.609215521623565,2.61157496155801e-67
"Pdpn","chr4-143299918-143300591","Promoter (<=1kb)",-354,-1.33484359396328,-0.878701592800965,2.4627101367276e-140
"Bace2","chr16-97356097-97357853","Promoter (<=1kb)",0,-1.33325080043474,NA,NA
"Kif22","chr7-127030264-127030485","Promoter (1-2kb)",-1307,-1.32947042831198,-0.0792490355024799,1
"Fam3b","chr16-97474788-97476253","Promoter (<=1kb)",54,-1.3274815111602,NA,NA
"Lca5","chr9-83433735-83434948","Promoter (<=1kb)",0,-1.3263911126067,NA,NA
"Wfikkn1","chr17-25882354-25882742","Promoter (1-2kb)",-1496,-1.32462706727583,NA,NA
"Dapk2","chr9-66266784-66267195","Promoter (1-2kb)",-1179,-1.32328599979716,NA,NA
"Plcb2","chr2-118709636-118710121","Promoter (<=1kb)",0,-1.32181038943408,NA,NA
"Plcxd1","chr5-110099014-110100428","Promoter (<=1kb)",0,-1.31919297830718,NA,NA
"Ano2","chr6-125689833-125690712","Promoter (<=1kb)",0,-1.31837787157745,NA,NA
"Psd4","chr2-24365344-24366379","Promoter (1-2kb)",-1201,-1.31832457690526,NA,NA
"Pam","chr1-97833195-97834653","Promoter (<=1kb)",0,-1.31730388837221,0.26524244153064,8.31135859296377e-14
"Sox18","chr2-181673341-181673895","Promoter (1-2kb)",-1701,-1.3149479855739,NA,NA
"Pak6","chr2-118662459-118662728","Promoter (<=1kb)",-575,-1.31356238013567,NA,NA
"Ndel1","chr11-68839593-68840220","Promoter (<=1kb)",0,-1.31122766000152,0.0296013101845789,1
"Mir6420","chr17-64441173-64442107","Promoter (<=1kb)",367,-1.31036864765075,NA,NA
"Ctnnal1","chr4-56828852-56830202","Promoter (<=1kb)",0,-1.30980559046076,-0.239119712049881,4.94576260179623e-11
"Amotl1","chr9-14559482-14561355","Promoter (<=1kb)",-431,-1.30704964844937,0.0419788362534641,1
"Adgra2","chr8-27083802-27084299","Promoter (1-2kb)",-1284,-1.30649140083556,0.0424262715315257,1
"Abl1","chr2-31788832-31789321","Promoter (<=1kb)",-850,-1.30615280532545,-0.096331820479309,1
"Bmyc","chr2-25706484-25707374","Promoter (<=1kb)",0,-1.30451938204252,NA,NA
"Sec16b","chr1-157506467-157508280","Promoter (<=1kb)",0,-1.3039512591412,NA,NA
"Mmp24","chr2-155804941-155805565","Promoter (1-2kb)",-1459,-1.30167222830524,NA,NA
"2310016G11Rik","chr7-44676106-44677304","Promoter (<=1kb)",0,-1.30110704088968,NA,NA
"Mir6399","chr4-138160993-138162080","Promoter (1-2kb)",-1129,-1.2997962901944,NA,NA
"Ism1","chr2-139676956-139679013","Promoter (<=1kb)",0,-1.29903974982897,NA,NA
"Pard3","chr8-127448127-127449851","Promoter (<=1kb)",381,-1.29841183136778,-0.137404149291179,0.0160861391834151
"BB123696","chr13-52735875-52736646","Promoter (<=1kb)",-267,-1.29596401637055,NA,NA
"Vwa3a","chr7-120785348-120786109","Promoter (<=1kb)",-372,-1.29084194948284,NA,NA
"Pcdhgb6","chr18-37741802-37742430","Promoter (<=1kb)",0,-1.29069949224391,NA,NA
"Tjp1","chr7-65526892-65527980","Promoter (<=1kb)",0,-1.28796429541675,-0.276374156212196,4.84706681505455e-13
"Tfap2a","chr13-40730158-40731909","Promoter (<=1kb)",0,-1.28578579499442,NA,NA
"Otop1","chr5-38273265-38274202","Promoter (1-2kb)",-1770,-1.28525461933519,NA,NA
"Scn4a","chr11-106350784-106351757","Promoter (1-2kb)",-1395,-1.28420975061975,NA,NA
"Ndor1","chr2-25250700-25251058","Promoter (<=1kb)",-358,-1.28316835238125,NA,NA
"Kdr","chr5-75977533-75979167","Promoter (<=1kb)",0,-1.28316476808225,NA,NA
"Itpr2","chr6-146229153-146230655","Promoter (1-2kb)",-1610,-1.28306734700907,-0.280500998167195,1.16656428234104e-29
"Map7d1","chr4-126241920-126242296","Promoter (1-2kb)",-1809,-1.2808736276999,0.190930707750476,6.88681438765311e-10
"Lypd6b","chr2-49840290-49841437","Promoter (<=1kb)",200,-1.27643812948914,NA,NA
"Bcar1","chr8-111733242-111734283","Promoter (1-2kb)",-1106,-1.27427316491408,-0.25929389228918,1.07265880586899e-13
"Ift43","chr12-86090710-86092419","Promoter (<=1kb)",0,-1.27285087260162,0.134781384634745,2.23766215087266e-05
"Kcnh5","chr12-75176057-75177941","Promoter (<=1kb)",0,-1.2722133930207,-0.211599445232213,1.72246787353479e-34
"Cacnb4","chr2-52674867-52676922","Promoter (<=1kb)",0,-1.27202265941158,-0.916004826577167,3.35806612769161e-158
"Tbc1d30","chr10-121293813-121294639","Promoter (<=1kb)",9,-1.27191516314406,NA,NA
"Gsta2","chr9-78347839-78349093","Promoter (<=1kb)",-671,-1.27190645328546,NA,NA
"Ttll11","chr2-35944331-35945265","Promoter (<=1kb)",0,-1.27126197806039,NA,NA
"Arhgap24","chr5-102768254-102769188","Promoter (<=1kb)",0,-1.27059759405402,0.632209635597399,1.11038103020109e-112
"Epb41l3","chr17-69127295-69128802","Promoter (<=1kb)",295,-1.27043504128511,-0.188245003573763,4.57633635586484e-05
"Fzd6","chr15-39004225-39004555","Promoter (1-2kb)",-1479,-1.26959339807184,0.0189522087348534,1
"Pelo","chr13-115100451-115102463","Promoter (<=1kb)",0,-1.26791527006997,-0.263941721714949,1.61832767272547e-16
"Slf2","chr19-44929210-44929921","Promoter (1-2kb)",-1230,-1.26677281639245,-0.626486703772092,1.29099364464693e-81
"R3hdm2","chr10-127490893-127492569","Promoter (<=1kb)",-88,-1.26652214398655,0.242567581406386,3.38263478771194e-14
"Gm3604","chr13-62382033-62383609","Promoter (<=1kb)",0,-1.26548075281437,NA,NA
"Tert","chr13-73626500-73627405","Promoter (<=1kb)",0,-1.26448516809388,NA,NA
"Rasgrp3","chr17-75463643-75465906","Promoter (<=1kb)",0,-1.26393235648257,NA,NA
"Olfm2","chr9-20745935-20746503","Promoter (<=1kb)",0,-1.26379631516951,NA,NA
"Mir139","chr7-101472483-101473832","Promoter (1-2kb)",-1544,-1.26268006926257,NA,NA
"Vps50","chr6-3593544-3594552","Promoter (<=1kb)",0,-1.26163059035935,-0.202912429484112,2.17078852527641e-05
"Aida","chr1-183320520-183321449","Promoter (<=1kb)",-664,-1.2597438463011,-0.0908791394952875,1
"Gna14","chr19-16439165-16439762","Promoter (<=1kb)",0,-1.25769851855177,NA,NA
"Phldb1","chr9-44717694-44718328","Promoter (1-2kb)",-1314,-1.2562743756678,-0.277273440735311,5.13226694075982e-20
"Ivd","chr2-118870468-118871451","Promoter (<=1kb)",0,-1.25569588245595,0.00885699871408402,1
"Pfkfb3","chr2-11552430-11554340","Promoter (<=1kb)",0,-1.25552486400967,NA,NA
"Dgkz","chr2-91949521-91950889","Promoter (<=1kb)",0,-1.25498277376382,-0.20820444632554,7.40155321713981e-12
"Mpi","chr9-57554017-57555010","Promoter (1-2kb)",-1254,-1.25441315344497,0.0663307257509143,1
"Btf3l4","chr4-108825828-108826388","Promoter (<=1kb)",0,-1.25391613026779,0.0477268354121815,1
"Mmp3","chr9-7444953-7446094","Promoter (<=1kb)",0,-1.25277226757637,NA,NA
"Csdc2","chr15-81935929-81938591","Promoter (<=1kb)",0,-1.25222116059829,-0.782521597788573,6.56880912363879e-141
"Cdrt4","chr11-62949158-62950009","Promoter (1-2kb)",-1184,-1.24942030631746,NA,NA
"Slc23a2","chr2-132093769-132094217","Promoter (<=1kb)",412,-1.24910186670601,-0.0713520005764257,1
"Slc13a2","chr11-78421357-78422438","Promoter (<=1kb)",0,-1.24884806829822,NA,NA
"Slc35f3","chr8-126298290-126299054","Promoter (<=1kb)",0,-1.2487457966112,NA,NA
"Nosip","chr7-45072867-45073409","Promoter (<=1kb)",-151,-1.24786611913457,0.0573758022545003,1
"Ttbk1","chr17-46484049-46485031","Promoter (<=1kb)",0,-1.247070319145,NA,NA
"Fnip2","chr3-79500933-79501707","Promoter (<=1kb)",-411,-1.24358570200246,0.068172427494155,1
"Hecw2","chr1-53865953-53867453","Promoter (<=1kb)",0,-1.24127201089539,NA,NA
"Cercam","chr2-29868778-29870686","Promoter (<=1kb)",0,-1.24059375087907,NA,NA
"Nutm1","chr2-112259526-112259867","Promoter (<=1kb)",-235,-1.24005760801558,NA,NA
"BC048559","chr10-41745926-41746975","Promoter (<=1kb)",0,-1.23945274354479,NA,NA
"Pla1a","chr16-38432831-38433726","Promoter (<=1kb)",0,-1.23921616871173,NA,NA
"Cnnm4","chr1-36469630-36470445","Promoter (1-2kb)",-1175,-1.23840407542999,NA,NA
"Opcml","chr9-28403022-28404508","Promoter (<=1kb)",0,-1.23622131375684,NA,NA
"Msc","chr1-14754939-14755941","Promoter (<=1kb)",0,-1.23544789462189,NA,NA
"Trank1","chr9-111373537-111374297","Promoter (<=1kb)",-523,-1.2332126442336,NA,NA
"Chrna4","chr2-181043278-181043733","Promoter (<=1kb)",0,-1.23226980680423,NA,NA
"Kcnn2","chr18-45268099-45269154","Promoter (<=1kb)",0,-1.23220252916147,NA,NA
"Msln","chr17-25749392-25749967","Promoter (<=1kb)",0,-1.23183148332003,0.978228945989353,0
"Flacc1","chr1-58691942-58692865","Promoter (<=1kb)",0,-1.2315824470376,NA,NA
"Mapk1","chr16-17023890-17025040","Promoter (<=1kb)",-986,-1.22955023619816,-0.0382666667242153,1
"Lman2l","chr1-36441062-36441451","Promoter (<=1kb)",421,-1.22935071684555,0.0477392489150578,1
"Retreg1","chr15-25932518-25934142","Promoter (<=1kb)",0,-1.22809930028146,-0.430555202392936,8.920373234707e-65
"Rab2a","chr4-8534382-8534686","Promoter (<=1kb)",-958,-1.22697402981265,-0.303032890531462,6.69189906293898e-28
"Agtrap","chr4-148088897-148089417","Promoter (<=1kb)",-866,-1.22383267133481,-0.0689582501120757,1
"Zfp957","chr14-79248192-79249609","Promoter (<=1kb)",-823,-1.22051044363488,NA,NA
"Bmp6","chr13-38344919-38346523","Promoter (<=1kb)",0,-1.22017510706172,NA,NA
"Snx29","chr16-11443990-11444552","Promoter (<=1kb)",-633,-1.2195249813607,NA,NA
"Telo2","chr17-25106279-25106812","Promoter (<=1kb)",7,-1.21724715318472,-0.0303003429963283,1
"Psd3","chr8-67973449-67974763","Promoter (<=1kb)",0,-1.21646895264134,0.0789788019372591,1
"Plekhg1","chr10-3739615-3741524","Promoter (<=1kb)",0,-1.21639932245902,NA,NA
"Kif5c","chr2-49743551-49744869","Promoter (<=1kb)",0,-1.21404568525768,-0.348360104773865,5.39605536565945e-31
"Ccn5","chr2-163820075-163821057","Promoter (<=1kb)",0,-1.21375276680712,NA,NA
"AA986860","chr1-130740179-130741911","Promoter (<=1kb)",0,-1.21300587688963,NA,NA
"Ccl27a","chr4-41773522-41774889","Promoter (<=1kb)",0,-1.2118463710056,NA,NA
"Rpl13","chr8-123100291-123100640","Promoter (1-2kb)",-1710,-1.21184074824101,0.0462670198025297,0.00126162652697218
"Mapk4","chr18-74063623-74065469","Promoter (<=1kb)",0,-1.21098085374959,NA,NA
"Myl9","chr2-156774470-156776242","Promoter (<=1kb)",0,-1.21011347564327,-2.35101120914319,0
"Pex5l","chr3-33142137-33143483","Promoter (<=1kb)",0,-1.20645200403842,NA,NA
"Wnt2","chr6-18029701-18030836","Promoter (<=1kb)",0,-1.20504482983053,NA,NA
"F2rl1","chr13-95523371-95525873","Promoter (<=1kb)",0,-1.20140362086997,-0.360165032858028,2.37279285709987e-45
"Gm19619","chr5-91283997-91284490","Promoter (<=1kb)",-576,-1.19969792805314,NA,NA
"Npr3","chr15-11890794-11891667","Promoter (<=1kb)",0,-1.19808986454392,-0.439588061697418,9.1143815587962e-55
"Lgr6","chr1-135020524-135022434","Promoter (<=1kb)",0,-1.19577103995651,NA,NA
"Spx","chr6-142410929-142411636","Promoter (1-2kb)",-1805,-1.1951612454961,NA,NA
"Abr","chr11-76469266-76470156","Promoter (<=1kb)",-801,-1.19483924775325,-0.0416499812853154,1
"Lipe","chr7-25389888-25390711","Promoter (<=1kb)",0,-1.19432571909415,NA,NA
"Gm17750","chr13-84066249-84067643","Promoter (1-2kb)",-1477,-1.19327830695702,NA,NA
"Chrm2","chr6-36387752-36389315","Promoter (<=1kb)",0,-1.19176045265687,NA,NA
"Xrcc6","chr15-82022115-82023130","Promoter (<=1kb)",0,-1.1913767832824,-0.0140011014758195,1
"Sugp2","chr8-70256981-70257993","Promoter (<=1kb)",0,-1.19119930986727,0.0491410224240216,1
"Kprp","chr3-92826927-92827608","Promoter (<=1kb)",0,-1.19034589758258,NA,NA
"Hopx","chr5-77094521-77095418","Promoter (<=1kb)",0,-1.18969790474708,-0.395254258505875,1.331795946379e-53
"Nsun4","chr4-116048724-116049591","Promoter (<=1kb)",0,-1.18886505643322,NA,NA
"Rprml","chr11-103649067-103650303","Promoter (<=1kb)",0,-1.18809035708893,NA,NA
"Lmo1","chr7-109169317-109170767","Promoter (<=1kb)",0,-1.18726824940782,NA,NA
"Ehbp1","chr11-22342138-22343199","Promoter (<=1kb)",0,-1.18593815742509,0.20542204782952,0.00583801272879091
"B4galt5","chr2-167313690-167314446","Promoter (<=1kb)",0,-1.18528326463164,-0.184959081571994,2.08800993084134e-06
"Slc26a7","chr4-14621137-14622248","Promoter (<=1kb)",0,-1.1827047119199,NA,NA
"Lmtk3","chr7-45782213-45782581","Promoter (1-2kb)",-1157,-1.18266988892503,NA,NA
"Azi2","chr9-118058222-118059385","Promoter (<=1kb)",0,-1.18236235003073,-0.0788021753149964,1
"Ipcef1","chr10-7024987-7025565","Promoter (1-2kb)",-1802,-1.1817585910698,NA,NA
"Zcchc7","chr4-44905155-44906627","Promoter (<=1kb)",-575,-1.18073796089763,0.104714784569038,1
"Gm13293","chr2-11338596-11339792","Promoter (<=1kb)",0,-1.17965900933126,NA,NA
"Ncald","chr15-37461105-37462544","Promoter (1-2kb)",-1745,-1.17946031671531,-0.134132031317627,0.000763341422954967
"Dpp10","chr1-124045016-124046313","Promoter (<=1kb)",0,-1.17859223781935,NA,NA
"Adamts4","chr1-171251718-171252412","Promoter (<=1kb)",0,-1.17748426997268,-0.160657622517817,2.56761219969475e-14
"Rdh13","chr7-4447401-4447950","Promoter (1-2kb)",-1752,-1.17574813706911,NA,NA
"Jazf1","chr6-53067407-53068993","Promoter (<=1kb)",0,-1.17555560414967,-0.525875901636476,9.39635026944759e-101
"Zfp660","chr9-122902608-122903667","Promoter (<=1kb)",0,-1.17498632349455,NA,NA
"Dhx32","chr7-133730523-133731621","Promoter (<=1kb)",0,-1.17454880346056,-0.0835123221852219,1
"Trpm5","chr7-143083446-143083979","Promoter (1-2kb)",-1524,-1.17078721161955,NA,NA
"Actr1b","chr1-36707287-36707534","Promoter (<=1kb)",-120,-1.17057577053469,-0.0560016300982087,1
"Actn2","chr13-12339186-12340968","Promoter (<=1kb)",0,-1.1699042402497,NA,NA
"Susd1","chr4-59314536-59316138","Promoter (<=1kb)",0,-1.16910194758326,NA,NA
"2210417A02Rik","chr5-148740678-148741438","Promoter (<=1kb)",-402,-1.1689578585371,NA,NA
"Kifc3","chr8-95137452-95138737","Promoter (<=1kb)",0,-1.16840062229114,-0.215603595789957,3.63037038764633e-08
"Osgin1","chr8-119432369-119432772","Promoter (1-2kb)",-1352,-1.16663862970783,-0.0042061055426181,1
"Hbp1","chr12-31936627-31937313","Promoter (1-2kb)",-1824,-1.16651155890657,-0.0525268570639161,1
"Ccdc40","chr11-119258368-119259266","Promoter (<=1kb)",0,-1.16632520434274,NA,NA
"Slc2a9","chr5-38504614-38505774","Promoter (1-2kb)",-1471,-1.16513022909096,NA,NA
"Gabpb2","chr3-95192693-95194140","Promoter (<=1kb)",-795,-1.16475263578824,-0.0161509376000191,1
"Nfam1","chr15-83034504-83034987","Promoter (1-2kb)",-1198,-1.16404085820033,NA,NA
"Ncoa2","chr1-13301211-13301956","Promoter (1-2kb)",-1489,-1.16352470725988,0.0979966884778718,1
"Cbs","chr17-31632815-31633410","Promoter (<=1kb)",0,-1.16334977393226,NA,NA
"Sult3a2","chr10-33783252-33784707","Promoter (1-2kb)",-1137,-1.1622178234693,NA,NA
"Cxcl1","chr5-90890493-90891759","Promoter (<=1kb)",0,-1.16152568035227,-0.294730605022228,2.64520003358924e-30
"Tecr","chr8-83575771-83576380","Promoter (<=1kb)",-929,-1.16134560096122,0.249117907109292,7.5788882729178e-18
"Barx2","chr9-31912740-31914481","Promoter (<=1kb)",0,-1.16134121778015,NA,NA
"Ppl","chr16-5134277-5135270","Promoter (1-2kb)",-1856,-1.1597975278955,NA,NA
"Smg6","chr11-74992277-74992924","Promoter (<=1kb)",-929,-1.15896309473927,0.0922426653496565,1
"Tom1","chr8-75052822-75053765","Promoter (<=1kb)",-587,-1.15875458177429,-0.0302577161545787,1
"Chn1os3","chr2-73594118-73594533","Promoter (1-2kb)",-1993,-1.158377554261,NA,NA
"D830013O20Rik","chr12-73408450-73410203","Promoter (<=1kb)",0,-1.15791803549199,NA,NA
"Eef2k","chr7-120851146-120852845","Promoter (<=1kb)",0,-1.15710725232679,0.412139671479141,1.73367329409255e-103
"Mir6347","chr1-167289691-167290435","Promoter (<=1kb)",0,-1.15430113588534,NA,NA
"Atp5mg","chr9-44914714-44915068","Promoter (<=1kb)",17,-1.15380173262316,NA,NA
"Plec","chr15-76210864-76211328","Promoter (1-2kb)",-1699,-1.1531812452446,-0.500825834280594,2.93640677862972e-75
"Fads2","chr19-10070888-10072279","Promoter (<=1kb)",0,-1.14892180889653,0.0690564930502446,1
"Klhl29","chr12-5373557-5376117","Promoter (<=1kb)",0,-1.14882026114396,-0.60690368462736,2.45335741226959e-98
"Rapgefl1","chr11-98834625-98835312","Promoter (1-2kb)",-1473,-1.14665330674091,NA,NA
"Tbx15","chr3-99293713-99294777","Promoter (1-2kb)",-1733,-1.14604572457606,0.440791409261707,1.60245476315298e-53
"Anks1","chr17-28040507-28041023","Promoter (<=1kb)",0,-1.14392176035673,0.00581889395315921,1
"Tpd52l1","chr10-31446867-31447389","Promoter (<=1kb)",-909,-1.14343796615652,NA,NA
"Nobox","chr6-43307285-43308377","Promoter (<=1kb)",-49,-1.14279799971363,NA,NA
"Cep72","chr13-74055765-74056741","Promoter (<=1kb)",0,-1.14278883302785,NA,NA
"Tmem176b","chr6-48840094-48841813","Promoter (<=1kb)",0,-1.14053871414464,-1.02499824810648,5.28481638442232e-199
"Serpinb9d","chr13-33193235-33194331","Promoter (<=1kb)",276,-1.13902381764609,NA,NA
"Snai3","chr8-122460479-122462732","Promoter (<=1kb)",0,-1.13785979982451,NA,NA
"Srrt","chr5-137301127-137301636","Promoter (<=1kb)",-396,-1.13766265074182,-0.283144342047704,2.61663357831068e-16
"Mndal","chr1-173879519-173880706","Promoter (<=1kb)",0,-1.13736647309324,NA,NA
"AU018091","chr7-3167770-3169124","Promoter (<=1kb)",0,-1.13673045763858,NA,NA
"Sun1","chr5-139226455-139227372","Promoter (<=1kb)",0,-1.13588044504345,-0.0983058621922187,1
"Greb1l","chr18-10510342-10511050","Promoter (<=1kb)",0,-1.13584992647464,-0.248261606869037,2.23935384736916e-21
"Adamts14","chr10-61274541-61274869","Promoter (1-2kb)",-1103,-1.1349064216323,NA,NA
"Maml3","chr3-51796358-51797506","Promoter (<=1kb)",0,-1.13385566505451,0.315294160641702,3.25194111472854e-18
"Jakmip3","chr7-139076527-139077815","Promoter (<=1kb)",0,-1.13330294904496,NA,NA
"Vit","chr17-78507116-78509053","Promoter (<=1kb)",0,-1.13324719930347,-0.415599800582018,2.78898511155019e-68
"Prkcz","chr4-155267014-155268804","Promoter (<=1kb)",0,-1.1330702231143,NA,NA
"Nup35","chr2-80636404-80636929","Promoter (1-2kb)",-1887,-1.13102468947665,-0.306925440177595,2.79735692586848e-19
"Hecw1","chr13-14320513-14321456","Promoter (1-2kb)",-1556,-1.13081170048584,NA,NA
"Ptges","chr2-30899165-30899840","Promoter (1-2kb)",-1696,-1.13059315907468,NA,NA
"Vwa3b","chr1-37028449-37029726","Promoter (<=1kb)",0,-1.12900669423061,NA,NA
"Nfe2","chr15-103259882-103260448","Promoter (1-2kb)",-1479,-1.12841618306662,NA,NA
"Mtss1","chr15-59040543-59041959","Promoter (<=1kb)",0,-1.12428072861223,0.05960072795349,1
"Fam186a","chr15-99931356-99933111","Promoter (<=1kb)",0,-1.1236361768624,NA,NA
"Zpr1","chr9-46274459-46274778","Promoter (<=1kb)",-679,-1.12310773992696,0.00851501643490704,1
"1110002E22Rik","chr3-138063605-138064293","Promoter (<=1kb)",-759,-1.12231587054588,NA,NA
"Tpm4","chr8-72128800-72130190","Promoter (<=1kb)",0,-1.12190994093316,-0.503062081469784,6.06819415965052e-77
"Pcdhga6","chr18-37706654-37707926","Promoter (<=1kb)",0,-1.1212492794876,NA,NA
"Pde10a","chr17-8800274-8802718","Promoter (<=1kb)",0,-1.12058524323323,-0.175875568031084,3.3068580777364e-16
"Gm29669","chr1-31095399-31096574","Promoter (<=1kb)",0,-1.11999930923795,NA,NA
"Slc37a3","chr6-39347989-39348726","Promoter (<=1kb)",-3,-1.11874043555656,0.00295687768596747,1
"AU022754","chr15-85580401-85582068","Promoter (<=1kb)",0,-1.11606192847211,NA,NA
"Prex1","chr2-166581861-166582617","Promoter (<=1kb)",0,-1.11578004993711,-0.282970883244572,2.01966505496357e-45
"Serpinf2","chr11-75441100-75442181","Promoter (1-2kb)",-1509,-1.1149838001474,NA,NA
"Sgms1","chr19-32348809-32349583","Promoter (<=1kb)",0,-1.11477962901124,-0.0727203650665218,1
"Prf1","chr10-61296572-61297495","Promoter (<=1kb)",-338,-1.11458295643355,NA,NA
"Recql5","chr11-115906013-115906828","Promoter (<=1kb)",425,-1.11365936123779,NA,NA
"Larp4b","chr13-9167607-9168410","Promoter (<=1kb)",0,-1.11357892564093,-0.0878051571347838,1
